filename,width,height,class,xmin,ymin,xmax,ymax,class_int
metal34.jpg,512,384,kaleng,99,98,395,384,5
cardboard300.jpg,512,384,kardus,0,0,512,384,3
1257324.jpg,960,1706,piring,116,576,820,1227,2
vn_119.jpg,660,440,kantong,377,76,512,440,0
cardboard377.jpg,512,384,kardus,0,0,512,384,3
cardboard369.jpg,512,384,kardus,0,0,512,384,3
paper245.jpg,343,147,kertas,0,66,123,147,1
plastic95.jpg,512,384,botol,0,86,512,311,6
cup49.jpg,512,512,cup,221,56,360,443,4
metal498.jpg,275,183,kaleng,38,32,210,183,5
cardboard360.jpg,512,384,kardus,0,0,512,384,3
b300a5975ac68399.jpg,1024,768,kantong,245,456,529,763,0
(433).jpg,145,218,kantong,11,18,133,198,0
(18).jpg,206,206,kantong,106,8,199,165,0
plastic21.jpg,512,384,botol,77,97,512,310,6
cardboard138.jpg,512,384,kardus,0,0,512,384,3
metal425.jpg,512,384,kaleng,0,34,375,361,5
paper313.jpg,512,384,kertas,0,21,482,384,1
WhatsApp Image 2022-06-08 at 00.03.39.jpg,1280,960,piring,237,47,1248,701,2
metal286.jpg,512,384,kaleng,149,20,512,384,5
photo6127686526637814043.jpg,1280,1280,piring,57,427,1245,1002,2
plastic115.jpg,512,384,botol,0,0,512,384,6
cup27.jpg,512,512,cup,356,209,459,384,4
plastic188.jpg,512,384,botol,54,88,360,298,6
cup36.jpg,512,512,cup,107,87,289,502,4
metal581.jpg,234,215,kaleng,123,75,221,174,5
cardboard345.jpg,512,384,kardus,0,0,512,384,3
metal91.jpg,512,384,kaleng,191,109,307,226,5
cup39.jpg,512,512,cup,311,16,494,506,4
paper245.jpg,343,147,kertas,219,0,342,58,1
cup46.jpg,512,512,cup,154,161,349,495,4
paper334.jpg,197,256,kertas,0,1,197,253,1
paper228.jpg,310,163,kertas,130,41,268,101,1
cup26.jpg,512,512,cup,62,23,451,492,4
cup29.jpg,512,512,cup,132,75,380,436,4
cup30.jpg,512,512,cup,69,64,431,454,4
plastic94.jpg,512,384,botol,70,123,454,279,6
cardboard375.jpg,512,384,kardus,0,0,512,384,3
20.jpg,1477,1108,piring,371,233,1026,861,2
WhatsApp Image 2022-06-08 at 00.03.39 (1).jpg,1280,960,piring,0,194,548,578,2
paper15.jpg,512,384,kertas,0,55,418,383,1
paper245.jpg,343,147,kertas,124,73,245,147,1
1257327.jpg,960,1706,piring,101,672,789,1118,2
20220608_014547.jpg,3000,4000,piring,27,474,3000,3496,2
cup50.jpg,512,512,cup,81,30,433,481,4
metal58.jpg,512,384,kaleng,169,106,489,384,5
cup2.jpg,3120,4160,cup,559,1352,1627,2323,4
trash87.jpg,512,384,cup,72,43,377,375,4
cardboard289.jpg,512,384,kardus,0,0,512,384,3
metal60.jpg,512,384,kaleng,74,115,512,329,5
vn_132.jpg,586,390,kantong,164,181,298,337,0
00a76046606aa888.jpg,1024,768,kantong,399,358,659,558,0
cup43.jpg,512,512,cup,171,110,318,467,4
metal585.jpg,311,162,kaleng,256,36,299,124,5
cup28.jpg,512,512,cup,59,0,419,512,4
glass71.jpg,512,384,cup,180,14,356,337,4
glass89.jpg,512,384,cup,92,49,421,354,4
cardboard376.jpg,512,384,kardus,0,0,512,384,3
cup8.jpg,3120,4160,cup,1617,1899,3120,3365,4
paper44.jpg,512,384,kertas,44,0,427,384,1
paper73.jpg,512,384,kertas,2,2,506,381,1
paper249.jpg,360,140,kertas,90,2,185,137,1
metal315.jpg,512,384,kaleng,107,104,412,277,5
plastic100.jpg,512,384,botol,192,59,394,384,6
cardboard274.jpg,512,384,kardus,0,0,512,384,3
cardboard225.jpg,512,384,kardus,0,0,512,384,3
paper248.jpg,267,189,kertas,5,0,265,189,1
(428).jpg,240,180,kantong,22,2,218,180,0
plastic124.jpg,512,384,botol,0,32,489,350,6
photo6127686526637814047.jpg,1280,1280,piring,82,418,1241,1067,2
(417).jpg,302,168,kantong,24,22,125,137,0
plastic191.jpg,512,384,botol,183,131,512,346,6
plastic91.jpg,512,384,botol,208,39,394,384,6
paper131.jpg,512,384,kertas,0,0,448,383,1
cardboard310.jpg,512,384,kardus,0,0,512,384,3
cup47.jpg,512,512,cup,62,4,444,506,4
cardboard251.jpg,512,384,kardus,0,0,512,384,3
paper274.jpg,512,384,kertas,116,94,417,297,1
(584).jpg,180,180,kantong,20,82,73,144,0
(591).jpg,180,180,kantong,14,6,167,172,0
cardboard290.jpg,512,384,kardus,0,0,512,384,3
(442).jpg,183,183,kantong,18,19,166,174,0
plastic60.jpg,512,384,botol,44,154,418,282,6
plastic187.jpg,512,384,botol,13,89,310,279,6
